"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:7zsXy7vlHdItvUSH8EwQss","Cold Water","spotify:artist:738wLrAtLtCtFOLvQBXOXp, spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:0bdfiayQAKewqEvaU6rXCv","Major Lazer, Justin Bieber, MØ","spotify:album:3Kmo85mapQ2wTaCAHBkKsK","Cold Water","spotify:artist:738wLrAtLtCtFOLvQBXOXp","Major Lazer","2016-07-22","https://i.scdn.co/image/ab67616d0000b2733d2ab503fa064e2050a7d115","1","1","185360","","false","69","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:4tCtwWceOPWzenK2HAIJSb","Work from Home (feat. Ty Dolla $ign)","spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","Fifth Harmony, Ty Dolla $ign","spotify:album:0pF0oyuPNdOObniB1Ng0kW","7/27 (Deluxe)","spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt","Fifth Harmony","2016-05-27","https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8","1","2","214480","https://p.scdn.co/mp3-preview/b2d6e6ea9163eb361f5406f75264de490243964a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:5tz69p7tJuGPeMGwNTxYuV","1-800-273-8255","spotify:artist:4xRYI6VqpkE3UwrDrAZL8L, spotify:artist:2wUjUUtkb5lvLKcGKsKqsR, spotify:artist:6LuN9FCkKOj5PcnpouEgny","Logic, Alessia Cara, Khalid","spotify:album:1HiN2YXZcc3EjmVZ4WjfBk","Everybody","spotify:artist:4xRYI6VqpkE3UwrDrAZL8L","Logic","2017-05-05","https://i.scdn.co/image/ab67616d0000b273cfdf40cf325b609a52457805","1","10","250173","","true","78","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:0azC730Exh71aQlOt9Zj3y","This Is What You Came For (feat. Rihanna)","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","Calvin Harris, Rihanna","spotify:album:3pEgGUv379EDinvg1TN7Kt","This Is What You Came For (feat. Rihanna)","spotify:artist:7CajNmpbOovFoOoasH2HaY","Calvin Harris","2016-04-29","https://i.scdn.co/image/ab67616d0000b273d9aa52355e062f5de060adbf","1","1","222160","https://p.scdn.co/mp3-preview/9299c6e159adbcaf008221af3ae6b989c19e0a58?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:6sy3LkhNFjJWlaeSMNwQ62","Counting Stars","spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","OneRepublic","spotify:album:2bbhW5ifCwOYM8DMkqoYBF","Native","spotify:artist:5Pwc4xIPtQLFEnJriah9YJ","OneRepublic","2014-01-01","https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751","1","1","257839","","false","75","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:1jYiIOC5d6soxkJP81fxq2","I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","spotify:artist:0QHgL1lAIqAw0HtD7YldmP, spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:0VRj0yCOv2FXJNP47XQnx5, spotify:artist:1anyVhU62p31KFi8MEzkbf, spotify:artist:55Aa2cqylxrFIXC767Z865","DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne","spotify:album:3HhZbSJdhOqMSaRbEt3gtw","Grateful","spotify:artist:0QHgL1lAIqAw0HtD7YldmP","DJ Khaled","2017-06-22","https://i.scdn.co/image/ab67616d0000b2737b219c19829e83a86cc9786c","1","5","288876","https://p.scdn.co/mp3-preview/f6fdecfbaae1ed54bcfbae1bc2b088e8807c9783?cid=9950ac751e34487dbbe027c4fd7f8e99","true","68","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:5jsw9uXEGuKyJzs0boZ1bT","Stitches","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","spotify:album:6sUOosXuYt0oUeczJRbedZ","Handwritten","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","2015-04-14","https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb","1","2","206880","","false","73","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P","I Took A Pill In Ibiza - Seeb Remix","spotify:artist:2KsP6tYLJlTBvSUxnwlVWa, spotify:artist:5iNrZmtVMtYev5M9yoWpEq","Mike Posner, Seeb","spotify:album:1Tz3Ai1guEFf4hV3d9i17K","At Night, Alone.","spotify:artist:2KsP6tYLJlTBvSUxnwlVWa","Mike Posner","2016-05-06","https://i.scdn.co/image/ab67616d0000b273a19be7aca4a1fcd6e8a42c62","1","13","197933","","true","72","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:2Fxmhks0bxGSBdJ92vM42m","bad guy","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:0S0KGZnfBGSIssfF54WSJh","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2019-03-29","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","1","2","194087","","false","87","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:2xLMifQCjDGFmkHkpNLD9h","SICKO MODE","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","spotify:album:41GuZcammIkupMPKH2OJ6I","ASTROWORLD","spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott","2018-08-03","https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3","1","3","312820","https://p.scdn.co/mp3-preview/1c3c01c64477b356e28a652b6447f4ef96689a71?cid=9950ac751e34487dbbe027c4fd7f8e99","true","85","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:6V1bu6o1Yo5ZXnsCJU8Ovk","Girls Like You (feat. Cardi B)","spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:4kYSro6naA4h99UJvo89HB","Maroon 5, Cardi B","spotify:album:3ThQ5dvf9wlqB0C7evh5nH","Red Pill Blues (Deluxe)","spotify:artist:04gDigrS5kc9YWfZHwBETP","Maroon 5","2018-06-15","https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c","1","16","235545","","true","68","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:2y5aJvzXhHPA94U5GFAcXe","I Don’t Wanna Live Forever (Fifty Shades Darker)","spotify:artist:5ZsFI1h6hIdQRw2ti0hz81, spotify:artist:06HL4z0CvFAxyc27GXpf02","ZAYN, Taylor Swift","spotify:album:5VML6S956h4YfoYPooqLEi","Fifty Shades Darker (Original Motion Picture Soundtrack)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-02-10","https://i.scdn.co/image/ab67616d0000b2735997605214d568d73fd365c2","1","1","245653","","false","67","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:2YpeDb67231RjR0MgVLzsG","Old Town Road - Remix","spotify:artist:7jVv8c5Fj3E9VhNjxT4snq, spotify:artist:60rpJ9SgigSd16DOAG7GSa","Lil Nas X, Billy Ray Cyrus","spotify:album:4IRiXE5NROxknUSAUSjMoO","7 EP","spotify:artist:7jVv8c5Fj3E9VhNjxT4snq","Lil Nas X","2019-06-21","https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a","1","1","157066","https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:3swc6WTsr7rl9DqQKQA55C","Psycho (feat. Ty Dolla $ign)","spotify:artist:246dkjvS1zLTtiykXe5h60, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","Post Malone, Ty Dolla $ign","spotify:album:6trNtQUgC8cgbWcqoMYkOR","beerbongs & bentleys","spotify:artist:246dkjvS1zLTtiykXe5h60","Post Malone","2018-04-27","https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268","1","8","221440","","true","80","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:0nrRP2bk19rLc0orkWPQk2","Wake Me Up","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","spotify:album:2H6i2CrWgXE1HookLu8Au0","True","spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Avicii","2013-01-01","https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7","1","1","247426","","false","85","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:0lYBSQXN6rCTvUZvg9S0lU","Let Me Love You","spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:1uNFoZAHBGtllmzznpCI3s","DJ Snake, Justin Bieber","spotify:album:02sEJTj1sye1JaqxqpcSCp","Encore","spotify:artist:540vIaP2JwjQb9dm3aArA4","DJ Snake","2016-08-05","https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc","1","13","205946","","false","82","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:43zdsphuZLzwA9k4DJhU0I","when the party's over","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","spotify:album:0S0KGZnfBGSIssfF54WSJh","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","Billie Eilish","2019-03-29","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","1","7","196077","","false","83","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:7MXVkk9YMctZqd1Srtv4MB","Starboy","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ, spotify:artist:4tZwfgrHOc3mvqYlEYSvVi","The Weeknd, Daft Punk","spotify:album:2ODvWsOgouMbaA5xf0RkJe","Starboy","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","2016-11-25","https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452","1","1","230453","","true","84","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:3bidbhpOYeV4knp8AIu8Xn","Can't Hold Us - feat. Ray Dalton","spotify:artist:5BcAKTbp20cv7tC5VqPFoC","Macklemore & Ryan Lewis","spotify:album:76FXHQhTuT4QMIxfL09gX8","The Heist","spotify:artist:5BcAKTbp20cv7tC5VqPFoC","Macklemore & Ryan Lewis","2012-10-09","https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec","1","2","258342","https://p.scdn.co/mp3-preview/1f826380a449ec9a8bae45967d908fffd7ff5222?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:7ef4DlsgrMEH11cDZd32M6","One Kiss (with Dua Lipa)","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Calvin Harris, Dua Lipa","spotify:album:7GEzhoTiqcPYkOprWQu581","One Kiss (with Dua Lipa)","spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Calvin Harris, Dua Lipa","2018-04-06","https://i.scdn.co/image/ab67616d0000b273d09f96d82310d4d77c14c108","1","1","214846","https://p.scdn.co/mp3-preview/34b3b95afb8e1d34363f01b194b4a729100d3710?cid=9950ac751e34487dbbe027c4fd7f8e99","false","83","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:1pKeFVVUOPjFsOABub0OaV","Side To Side","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR, spotify:artist:0hCNtLu0JehylgoiP8L4Gh","Ariana Grande, Nicki Minaj","spotify:album:3OZgEywV4krCZ814pTJWr7","Dangerous Woman","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","2016-05-20","https://i.scdn.co/image/ab67616d0000b2735f9393fda71e7df39b34defd","1","5","226160","","true","60","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:37FXw5QGFN7uwwsLy8uAc0","We Don't Talk Anymore (feat. Selena Gomez)","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Charlie Puth, Selena Gomez","spotify:album:3kndSWeE2IYOrZEToZrHEV","Nine Track Mind","spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Charlie Puth","2016-01-29","https://i.scdn.co/image/ab67616d0000b2734fe297c018e495a97662e5ac","1","5","217706","https://p.scdn.co/mp3-preview/9c497e095198c3f26f98c244de8219935a908b81?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:4w8niZpiMy6qz1mntFA5uM","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx, spotify:artist:1i8SpTcr7yvPOmcqrbnVXY, spotify:artist:4kYSro6naA4h99UJvo89HB","DJ Snake, Selena Gomez, Ozuna, Cardi B","spotify:album:0ZHyvPke0EcVt6rYA8Ins3","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx, spotify:artist:1i8SpTcr7yvPOmcqrbnVXY","DJ Snake, Selena Gomez, Ozuna","2018-09-28","https://i.scdn.co/image/ab67616d0000b273e105c410a7b390c61a58cbf8","1","1","212500","","true","78","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:4B0JvthVoAAuygILe3n4Bs","What Do You Mean?","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","spotify:album:6Fr2rQkZ383FcMqFyT7yPr","Purpose (Deluxe)","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","2015-11-13","https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de","1","3","205680","","false","78","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:2iuZJX9X9P0GKaE93xcPjk","Sugar","spotify:artist:04gDigrS5kc9YWfZHwBETP","Maroon 5","spotify:album:2Auw0pTT6EcQdvHNimhLQI","V","spotify:artist:04gDigrS5kc9YWfZHwBETP","Maroon 5","2014-09-02","https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c","1","5","235493","","true","81","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:6DCZcSspjsKoFjzjrWoCdn","God's Plan","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:1ATL5GLyefJaxhQzSPVrLX","Scorpion","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2018-06-29","https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5","1","5","198973","","true","83","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:7oK9VyNzrYvRFo7nQEYkWN","Mr. Brightside","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","spotify:album:4undIeGmofnAYKhnDclN1w","Hot Fuss","spotify:artist:0C0XlULifJtAgn6ZNCW2eu","The Killers","2004-06-15","https://i.scdn.co/image/ab67616d0000b27356a6d6e493a8f338be63fc49","1","2","222586","","false","76","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:76hfruVvmfQbw0eYn1nmeC","Cake By The Ocean","spotify:artist:6T5tfhQCknKG4UnH90qGnz","DNCE","spotify:album:3Wv4X8OA65pGpFzBkuUgAh","DNCE","spotify:artist:6T5tfhQCknKG4UnH90qGnz","DNCE","2016-11-18","https://i.scdn.co/image/ab67616d0000b2738d0a75346badc30c8b845be9","1","3","219146","","true","81","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:1i1fxkWeaMmKEB4T7zqbzK","Don't Let Me Down","spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:6Dd3NScHWwnW6obMFbl1BH","The Chainsmokers, Daya","spotify:album:2SByipSK8eZ2pasaIwwzhf","Don't Let Me Down","spotify:artist:69GGBxA162lTqCwzJG5jLp","The Chainsmokers","2016-02-05","https://i.scdn.co/image/ab67616d0000b273df7cddc2d32ef9df762d5a30","1","1","208373","https://p.scdn.co/mp3-preview/4f410d4293b502e25df3e782c443d1745382c3da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Just the Way You Are","spotify:artist:0du5cEVh5yTK9QJze8zA0C","Bruno Mars","spotify:album:1uyf3l2d4XYwiEqAb7t7fX","Doo-Wops & Hooligans","spotify:artist:0du5cEVh5yTK9QJze8zA0C","Bruno Mars","2010-10-05","https://i.scdn.co/image/ab67616d0000b27378c6c624a95d1bd02ba1fa02","1","2","220733","https://p.scdn.co/mp3-preview/07c6c33d6426d61ffd2e93d4c06ca599f7761b46?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:1zB4vmk8tFRmM9UULNzbLB","Thunder","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","spotify:album:33pt9HBdGlAbRGBHQgsZsU","Evolve","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","2017-06-23","https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a","1","10","187146","","false","84","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:3VlbOrM6nYPprVvzBZllE5","Too Good At Goodbyes","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","spotify:album:3XftSbguntyRTBQaGItmfK","The Thrill Of It All (Special Edition)","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","2017-11-03","https://i.scdn.co/image/ab67616d0000b273f3ea7140c4a8ba597d0b276b","1","1","201000","","false","73","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:09CtPGIpYB4BrO8qb1RGsF","Sorry","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","spotify:album:6Fr2rQkZ383FcMqFyT7yPr","Purpose (Deluxe)","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","2015-11-13","https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de","1","4","200786","","false","80","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:2Z8WuEywRWYTKe1NybPQEW","Ride","spotify:artist:3YQKmKGau1PzlVlkL1iodx","Twenty One Pilots","spotify:album:3cQO7jp5S9qLBoIVtbkSM1","Blurryface","spotify:artist:3YQKmKGau1PzlVlkL1iodx","Twenty One Pilots","2015-05-15","https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3","1","3","214506","https://p.scdn.co/mp3-preview/26fc2318d6ebad09ae7aed7adfce2b28413cea7e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:3ee8Jmje8o58CHK66QrVC2","SAD!","spotify:artist:15UsOTVnJzReFVN1VCnxy4","XXXTENTACION","spotify:album:2Ti79nwTsont5ZHfdxIzAm","?","spotify:artist:15UsOTVnJzReFVN1VCnxy4","XXXTENTACION","2018-03-16","https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c","1","4","166605","","true","85","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:5knuzwU65gJK7IF5yJsuaW","Rockabye (feat. Sean Paul & Anne-Marie)","spotify:artist:6MDME20pz9RveH9rEXvrOM, spotify:artist:3Isy6kedDrgPYoTS1dazA9, spotify:artist:1zNqDE7qDGCsyzJwohVaoX","Clean Bandit, Sean Paul, Anne-Marie","spotify:album:3meZFplbMmji648oWUNEfQ","Rockabye (feat. Sean Paul & Anne-Marie)","spotify:artist:6MDME20pz9RveH9rEXvrOM","Clean Bandit","2016-10-21","https://i.scdn.co/image/ab67616d0000b2731431c3bdf16aa99f71799d95","1","1","251088","https://p.scdn.co/mp3-preview/3c126ba33517e26c879ac10e3099df15c7b2aec0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:0pqnGHJpmpxLKifKRmU6WP","Believer","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","spotify:album:33pt9HBdGlAbRGBHQgsZsU","Evolve","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","2017-06-23","https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a","1","4","204346","","false","87","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:22VdIZQfgXJea34mQxlt81","Can't Feel My Face","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","spotify:album:0P3oVJBFOv3TDXlYRhGL7s","Beauty Behind The Madness","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","The Weeknd","2015-08-28","https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b","1","7","213520","","false","81","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:7vRriwrloYVaoAe3a9wJHe","i hate u, i love u (feat. olivia o'brien)","spotify:artist:3iri9nBFs9e4wN7PLIetAw, spotify:artist:1QRj3hoop9Mv5VvHQkwPEp","gnash, Olivia O'Brien","spotify:album:3L0H4RjVXpEkwfDgi3XOdf","us","spotify:artist:3iri9nBFs9e4wN7PLIetAw","gnash","2016-03-25","https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8","1","6","251033","https://p.scdn.co/mp3-preview/915f200cd1d5ed99ca02c1d290d7729df84b7580?cid=9950ac751e34487dbbe027c4fd7f8e99","true","79","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:2VxeLyX666F8uXCJ0dZF8B","Shallow","spotify:artist:1HY2Jd0NmPuamShAr6KMms, spotify:artist:4VIvfOurcf0vuLRxLkGnIG","Lady Gaga, Bradley Cooper","spotify:album:4sLtOBOzn4s3GDUv3c5oJD","A Star Is Born Soundtrack","spotify:artist:1HY2Jd0NmPuamShAr6KMms, spotify:artist:4VIvfOurcf0vuLRxLkGnIG","Lady Gaga, Bradley Cooper","2018-10-05","https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342","1","12","215733","","false","84","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:0h1W19pS59KtEd7aDzF58i","In My Feelings","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","spotify:album:42wvKYHFezpmDuAP43558f","Scorpion","spotify:artist:3TVXtAsR1Inumwj472S9r4","Drake","2018-06-29","https://i.scdn.co/image/ab67616d0000b273c185e37be2a06b5c6f2dc704","2","9","217925","","false","52","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:4ipnJyDU3Lq15qBAYNqlqK","Mi Gente","spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5, spotify:artist:4RSyJzf7ef6Iu2rnLdabNq","J Balvin, Willy William","spotify:album:1ZJtkYBzRb7drznu3UYb3k","Mi Gente","spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5, spotify:artist:4RSyJzf7ef6Iu2rnLdabNq","J Balvin, Willy William","2017-06-30","https://i.scdn.co/image/ab67616d0000b273dc1e881b8bb3e6ca57e82fcd","1","1","189440","","false","72","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:50kpGaPAhYJ3sGmk6vplg0","Love Yourself","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","spotify:album:6Fr2rQkZ383FcMqFyT7yPr","Purpose (Deluxe)","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","2015-11-13","https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de","1","5","233720","","false","82","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:7GX5flRQZVHRAGd6B4TmDO","XO Tour Llif3","spotify:artist:4O15NlyKLIASxsJ0PrXPfz","Lil Uzi Vert","spotify:album:733e1ZfktLSwj96X5rsMeE","Luv Is Rage 2","spotify:artist:4O15NlyKLIASxsJ0PrXPfz","Lil Uzi Vert","2017-08-25","https://i.scdn.co/image/ab67616d0000b27341b41e6f7924e530a9b00f9c","1","16","182706","https://p.scdn.co/mp3-preview/7add10ee576e9017030c09aa6d8bcaf682714859?cid=9950ac751e34487dbbe027c4fd7f8e99","true","83","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:3LlAyCYU26dvFZBDUIMb7a","Demons","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","spotify:album:6htgf3qv7vGcsdxLCDxKp8","Night Visions","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","2012-09-04","https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a","1","4","175200","","false","73","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:1rfofaqEpACxVEHIZBJe6W","Havana (feat. Young Thug)","spotify:artist:4nDoRrQiYLoBzwC5BhVJzF, spotify:artist:50co4Is1HCEo8bhOyUWKpn","Camila Cabello, Young Thug","spotify:album:2vD3zSQr8hNlg0obNel4TE","Camila","spotify:artist:4nDoRrQiYLoBzwC5BhVJzF","Camila Cabello","2018-01-12","https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4","1","4","217306","https://p.scdn.co/mp3-preview/663b794c2fc8da8f9bbe33698cb1bac567126a23?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:2JzZzZUQj3Qff7wapcbKjc","See You Again (feat. Charlie Puth)","spotify:artist:137W8MRPWKqSmrBGDBFSop, spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Wiz Khalifa, Charlie Puth","spotify:album:5FXIqS1XqbpfOKNoi5VUwS","See You Again (feat. Charlie Puth)","spotify:artist:137W8MRPWKqSmrBGDBFSop, spotify:artist:6VuMaDnrHyPL1p4EHjYLi7","Wiz Khalifa, Charlie Puth","2015","https://i.scdn.co/image/ab67616d0000b2734e5df11b17b2727da2b718d8","1","1","229525","https://p.scdn.co/mp3-preview/590bd9bcd6271980f996a447d6e7b0b651cc3dc5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:7KXjTSCq5nL1LoYtL7XAwS","HUMBLE.","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","spotify:album:4eLPsYPBmXABThSJ821sqY","DAMN.","spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar","2017-04-14","https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699","1","8","177000","","true","82","spotify:user:","2021-06-17T14:36:26Z"
"spotify:track:023OVLNzXhX0j7CxswUt6D","Cheerleader - Felix Jaehn Remix Radio Edit","spotify:artist:5MouCg6ta7zAxsfMEbc1uh","OMI","spotify:album:1QwWTLYn9dntAj7l9FRJwY","Me 4 U","spotify:artist:5MouCg6ta7zAxsfMEbc1uh","OMI","2015-10-16","https://i.scdn.co/image/ab67616d0000b2731c61cec78c70409b783d1480","1","1","180560","https://p.scdn.co/mp3-preview/83a1a4f54f8382c13e3bf48ddb8b4d3cb42fcf09?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","spotify:user:","2021-06-17T14:36:26Z"
